UserID,NewsID,quality
U16276,N16844,0
U16276,N8509,0
U16276,N55949,0
U16276,N35576,0
U16276,N34185,0
U16276,N47612,0
U16276,N37204,0
U16278,N4295,0
U16278,N33885,0
U16278,N20495,0
U16279,N63697,1
U16279,N47020,0
U16279,N123,0
U16279,N45428,0
U16279,N63583,0
U16279,N55645,0
U16279,N23085,0
U16279,N63970,1
U16279,N58363,0
U16279,N40839,0
U16279,N49180,0
U1628,N51570,0
U1628,N23446,0
U16281,N39978,0
U16281,N7319,0
U16281,N33885,1
U16281,N46607,0
U16284,N24985,0
U16284,N4985,0
U16285,N58499,0
U16286,N21707,0
U16286,N45266,1
U16286,N287,1
U16286,N49483,0
U16289,N16209,0
U16291,N63550,0
U16291,N35729,0
U16291,N50791,0
U16291,N44422,0
U16291,N55689,0
U16291,N53585,0
U16291,N15855,0
U16291,N52622,0
U16291,N43748,0
U16291,N62369,0
U16291,N3541,0
U16291,N50675,0
U16291,N49180,0
U16291,N3123,0
U16291,N7518,0
U16291,N26262,0
U16291,N287,0
U16291,N49712,1
U16291,N38779,1
U16291,N58620,1
U16291,N46821,0
U16291,N4021,1
U16291,N23446,0
U16291,N47098,0
U16291,N5652,0
U16291,N8260,0
U16291,N7670,0
U16292,N34185,0
U16294,N10121,0
U16295,N35729,0
U16295,N26262,0
U16296,N35729,0
U16296,N41020,0
U16299,N8929,0
U16299,N35729,0
U16299,N55689,0
U16299,N33619,1
U16299,N52723,0
U16299,N24898,0
U163,N53585,0
U163,N20495,0
U163,N46607,0
U163,N42977,0
U16300,N26179,1
U16300,N25546,0
U16300,N40725,0
U16301,N7809,0
U16301,N63970,0
U16301,N47098,0
U16304,N41178,0
U16309,N7319,0
U16309,N287,0
U16310,N15855,0
U16310,N963,0
U16310,N60988,1
U16310,N39244,1
U16310,N58016,0
U16310,N42597,0
U16310,N32641,0
U16315,N41881,1
U16315,N41881,0
U16315,N11830,0
U16315,N35729,1
U16315,N50675,0
U16315,N61233,0
U16317,N64916,0
U16317,N33619,0
U16317,N35170,1
U16317,N287,0
U16318,N40839,0
U16318,N287,0
U16318,N14029,0
U16319,N43595,0
U16319,N6658,1
U16319,N12579,0
U16319,N61185,0
U16319,N61768,0
U16319,N13369,0
U16319,N12850,0
U16319,N29218,0
U16319,N64916,0
U16319,N58363,0
U16319,N7821,0
U16319,N6150,0
U16319,N9720,0
U16319,N49491,1
U16319,N36221,0
U16319,N22417,0
U16319,N36261,1
U16319,N17117,0
U16319,N50415,0
U16319,N51970,0
U16319,N34185,0
U1632,N43083,0
U16320,N39267,1
U16320,N56396,0
U16320,N61022,0
U16320,N49279,0
U16321,N15194,0
U16321,N7128,0
U16321,N44324,0
U16322,N740,0
U16324,N56051,0
U16324,N26706,0
U16324,N63550,0
U16324,N35729,1
U16324,N43502,0
U16324,N62360,0
U16324,N8509,0
U16324,N23446,0
U16326,N49180,0
U16326,N48017,1
U16326,N19661,0
U16327,N32641,0
U16328,N29212,0
U16328,N33576,0
U16328,N45523,1
U16328,N32567,0
U16333,N63835,0
U16333,N17252,0
U16334,N35161,0
U16341,N27583,1
U16341,N26179,0
U16341,N55582,0
U16341,N49279,0
U16341,N46878,0
U16341,N49685,0
U16341,N20678,0
U16341,N42977,0
U16341,N51048,0
U16341,N56214,0
U16341,N17117,0
U16343,N35729,0
U16343,N33619,0
U16343,N24423,0
U16343,N17031,0
U16343,N26262,0
U16343,N14184,1
U16343,N3663,0
U16343,N3123,0
U16343,N6477,0
U16343,N12029,0
U16344,N45523,0
U16344,N45711,0
U16344,N56211,0
U16345,N61320,0
U16345,N51048,0
U16345,N21420,0
U16345,N9621,0
U16345,N14478,0
U16345,N9284,0
U16348,N53017,0
U16348,N35729,0
U16348,N30475,0
U16348,N32031,0
U16348,N59385,0
U16348,N287,0
U16348,N35047,0
U16348,N5364,0
U1635,N14532,0
U1635,N38779,0
U1635,N62318,0
U1635,N52688,1
U1635,N40905,0
U16350,N35729,0
U16350,N287,0
U16352,N48759,0
U16352,N47229,0
U16352,N18870,0
U16352,N33619,1
U16352,N56243,0
U16352,N287,1
U16352,N51048,0
U16353,N19444,0
U16354,N5442,1
U16354,N41881,0
U16354,N63583,1
U16354,N57943,0
U16354,N60606,0
U16354,N24985,1
U16354,N39765,0
U16354,N38779,0
U16358,N35729,0
U16358,N18870,0
U16358,N23081,0
U16358,N24176,0
U16358,N55204,0
U16358,N47061,0
U16359,N59673,0
U16361,N14522,0
U16361,N24109,0
U16363,N41881,0
U16363,N18870,0
U16364,N25867,0
U16364,N1034,0
U16364,N33619,0
U16367,N47267,0
U16368,N35815,0
U16368,N19661,0
U16368,N1539,0
U1637,N41881,0
U1637,N55689,0
U1637,N287,0
U1637,N35233,0
U1637,N62128,0
U1637,N4642,0
U1637,N55943,0
U1637,N4021,0
U16370,N33533,0
U16370,N41881,0
U16370,N34614,0
U16370,N48657,0
U16370,N34056,0
U16370,N34086,1
U16370,N26706,0
U16370,N54489,0
U16370,N41020,0
U16370,N33619,0
U16370,N24207,0
U16370,N7821,1
U16370,N7821,0
U16370,N16844,0
U16370,N12392,1
U16370,N38695,0
U16370,N23877,1
U16370,N30759,0
U16370,N62318,0
U16372,N12029,0
U16372,N57032,0
U16372,N36226,0
U16372,N32005,0
U16372,N27737,0
U16373,N18708,0
U16373,N58410,0
U16373,N7821,0
U16373,N53031,1
U16373,N39741,0
U16377,N15194,0
U1638,N47020,0
U1638,N25888,0
U16380,N51489,0
U16381,N58363,0
U16381,N33619,0
U16381,N62402,0
U16381,N61595,0
U16382,N3491,0
U16382,N43377,0
U16382,N50302,0
U16382,N53017,0
U16382,N6658,0
U16382,N1034,0
U16382,N53585,0
U16382,N3123,0
U16382,N58363,0
U16382,N20678,0
U16385,N19092,0
U16385,N22880,0
U16385,N13907,0
U16386,N53585,0
U16386,N61962,0
U16386,N4247,0
U16389,N61233,0
U16393,N41774,0
U16393,N56193,0
U16393,N36789,0
U16393,N26227,0
U16394,N47020,0
U16395,N62729,0
U16396,N52723,0
U16396,N59385,0
U16398,N50060,0
U16398,N57651,0
U16398,N16920,0
U16398,N56214,0
U16398,N34185,0
U16398,N48487,0
U16398,N45523,0
U1640,N16096,0
U16400,N49279,0
U16400,N19661,0
U16401,N61768,0
U16401,N53585,0
U16401,N33619,0
U16401,N4642,0
U16401,N40109,0
U16401,N12627,0
U16401,N24269,0
U16401,N1539,0
U16401,N27737,0
U16401,N47652,0
U16401,N55949,0
U16402,N55689,0
U16402,N53084,0
U16402,N15450,0
U16402,N56214,0
U16402,N40109,0
U16403,N55689,0
U16403,N53585,0
U16406,N56214,0
U16407,N28403,0
U16408,N54482,0
U16408,N20495,1
U16408,N42977,0
U16408,N17059,0
U16408,N33261,0
U16409,N35729,0
U16409,N33619,1
U16409,N6379,0
U16411,N52122,0
U16411,N63970,0
U16411,N47098,0
U16411,N56211,0
U16413,N48657,1
U16413,N1034,0
U16413,N46258,0
U16414,N36003,1
U16414,N46393,0
U16414,N55943,0
U16414,N32866,0
U16414,N20729,0
U16414,N19661,0
U16417,N42028,0
U16417,N61022,0
U16420,N59653,0
U16420,N31041,1
U16420,N47099,1
U16420,N56517,1
U16420,N29854,1
U16420,N29840,0
U16420,N11681,0
U16421,N55689,0
U16421,N58363,0
U16421,N64851,0
U16422,N36545,0
U16422,N58363,0
U16422,N62360,0
U16422,N12493,0
U16422,N27737,0
U16423,N18403,0
U16423,N1105,0
U16423,N41387,0
U16426,N23414,0
U16426,N3541,0
U16426,N36186,0
U16426,N45366,0
U16426,N30518,0
U16426,N8807,0
U16426,N33677,0
U16426,N27601,0
U16426,N19592,0
U16426,N28745,0
U16426,N6837,0
U16426,N48487,0
U16426,N56211,1
U16426,N29363,0
U16426,N30290,0
U16426,N63415,0
U16426,N60799,0
U16426,N30689,0
U16426,N55943,0
U16426,N46892,0
U16427,N48958,1
U16427,N65185,0
U16427,N37862,0
U16427,N287,0
U16427,N15719,0
U16427,N47748,0
U16428,N41178,0
U16428,N61768,0
U16429,N30290,0
U1643,N19542,0
U1643,N287,0
U1643,N56214,0
U16431,N55940,1
U16431,N56227,0
U16431,N52433,0
U16431,N1034,0
U16431,N29128,0
U16431,N49279,0
U16431,N36837,0
U16431,N3885,0
U16431,N33619,0
U16431,N16533,0
U16431,N47602,0
U16431,N23563,0
U16431,N12800,0
U16431,N36436,0
U16431,N14592,0
U16431,N37437,0
U16431,N38138,1
U16431,N6477,0
U16431,N57733,0
U16431,N9284,0
U16431,N44698,0
U16431,N61233,0
U16433,N55689,0
U16436,N7540,0
U16438,N3580,0
U16438,N48487,0
U1644,N24272,0
U1644,N42922,0
U1644,N49685,0
U1644,N49194,0
U16441,N18823,0
U16441,N18708,0
U16441,N62360,0
U16442,N41881,0
U16442,N63550,1
U16442,N41578,0
U16442,N58003,0
U16442,N14780,0
U16442,N41020,0
U16442,N10812,0
U16442,N35047,0
U16442,N21712,0
U16442,N10960,0
U16442,N44249,0
U16442,N31679,0
U16442,N1539,0
U16443,N52585,0
U16443,N27079,0
U16443,N23414,0
U16443,N21420,1
U16443,N48077,0
U16443,N22417,0
U16443,N55505,0
U16444,N43638,0
U16445,N7821,0
U16445,N10746,0
U16447,N42354,0
U16447,N1951,0
U16447,N7901,0
U16449,N39269,1
U16449,N39187,0
U16449,N22880,0
U1645,N52122,0
U1645,N35170,0
U16451,N58363,0
U16452,N51048,0
U16453,N61463,0
U16454,N53031,0
U16454,N47020,0
U16455,N13907,0
U16456,N5497,0
U16456,N29128,0
U16459,N49180,0
U16459,N62360,0
U1646,N31147,0
U1646,N4162,0
U1646,N42457,0
U16461,N35729,0
U16461,N54482,0
U16461,N61371,0
U16461,N41020,0
U16461,N3123,0
U16461,N45499,0
U16461,N48410,0
U16461,N60550,0
U16461,N18312,0
U16461,N19661,0
U16462,N62128,0
U16462,N29739,0
U16464,N49685,0
U16465,N21840,1
U16465,N45551,0
U16465,N962,0
U16465,N3748,0
U16465,N12800,0
U16465,N62360,0
U16465,N1355,0
U16466,N4642,0
U16466,N56214,0
U16466,N52867,0
U1647,N52433,0
U1647,N39471,0
U1647,N61768,0
U1647,N49279,0
U16470,N33144,0
U16470,N34668,1
U16470,N37458,0
U16472,N14592,0
U16472,N11551,0
U16472,N45509,0
U16472,N62750,0
U16473,N59852,0
U16473,N56214,0
U16473,N17059,0
U16476,N14780,0
U16476,N49279,1
U16476,N49279,0
U16476,N35729,0
U16476,N33632,0
U16476,N23414,0
U16476,N33619,0
U16476,N5980,0
U16476,N16166,0
U16476,N20079,0
U16476,N43502,0
U16477,N47061,0
U16477,N56396,0
U16477,N18870,0
U16477,N41178,0
U16477,N27583,0
U16477,N47020,0
U16477,N61185,0
U16477,N52694,0
U16477,N52585,0
U16477,N43502,0
U16477,N40839,0
U16477,N39317,0
U16477,N33623,0
U16477,N30035,0
U16477,N26224,0
U16477,N62318,0
U16477,N47020,0
U16478,N43083,0
U16478,N732,0
U16478,N29840,0
U16478,N33981,0
U16478,N49279,0
U16478,N61320,0
U16478,N5652,0
U16478,N39010,0
U16479,N35729,0
U1648,N49685,0
U1648,N287,0
U1648,N38779,1
U1648,N38779,0
U16480,N46751,0
U16480,N40839,0
U16480,N41020,0
U16480,N287,0
U16480,N55325,0
U16482,N57132,0
U16482,N4404,0
U16482,N47380,0
U16482,N7129,0
U16482,N64095,0
U16482,N23446,0
U16482,N8114,0
U16482,N366,0
U16483,N60932,0
U16483,N35170,1
U16483,N8242,0
U16484,N63970,0
U16484,N10551,0
U16484,N60272,0
U16484,N48063,0
U16486,N646,0
U16489,N62762,0
U1649,N4912,0
U1649,N63970,0
U1649,N287,0
U1649,N14029,1
U1649,N34048,0
U1649,N43102,0
U1649,N22257,0
U1649,N49712,0
U1649,N5652,0
U16490,N33619,1
U16490,N62360,0
U16490,N23081,0
U16490,N3663,1
U16490,N57844,1
U16490,N52122,0
U16490,N3344,0
U16490,N47061,0
U16490,N48410,0
U16490,N287,0
U16490,N30085,1
U16490,N43083,0
U16490,N16328,0
U16490,N40468,0
U16493,N34048,1
U16493,N42457,0
U16493,N1539,0
U16494,N30518,0
U16495,N62386,0
U16497,N19542,0
U16497,N23414,0
U16497,N62128,0
U16497,N1539,0
U16497,N28899,0
U16497,N22257,0
U16499,N53585,1
U16499,N30998,0
U16499,N27037,0
U16499,N9139,0
U16499,N57713,1
U16499,N13259,0
U16499,N60992,0
U16499,N62128,0
U16499,N40109,0
U16499,N19661,1
U16499,N38779,0
U165,N55689,0
U165,N33619,1
U165,N47578,0
U165,N20729,0
U165,N287,1
U165,N21216,0
U165,N62933,0
U1650,N38779,0
U16500,N14329,1
U16500,N55689,0
U16500,N41717,0
U16501,N29952,1
U16501,N61229,1
U16501,N28668,0
U16504,N48920,0
U16504,N23877,1
U16504,N16439,0
U16508,N34159,0
U16509,N49279,0
U1651,N29468,0
U1651,N36261,0
U16510,N37190,0
U16510,N58301,0
U16511,N62128,0
U16515,N34956,0
U16515,N43102,0
U16515,N42634,0
U16515,N5652,1
U16515,N23446,0
U16515,N28132,0
U16516,N22457,0
U16516,N29801,0
U16516,N25624,0
U16516,N5146,0
U16516,N29468,0
U16516,N287,0
U16516,N49712,0
U16516,N5652,0
U16516,N10754,0
U16517,N47061,0
U16517,N52409,0
U16517,N46279,0
U16517,N19592,0
U16517,N26081,1
U16517,N45509,0
U16517,N50592,0
U16517,N41387,0
U16518,N52805,0
U16518,N32544,0
U16518,N41020,0
U16518,N20678,0
U16518,N25949,1
U16518,N59673,0
U16518,N41165,0
U1652,N31273,0
U1652,N55689,0
U16520,N48578,0
U16523,N15160,0
U16523,N49685,0
U16523,N30998,0
U16523,N57957,0
U16523,N53012,1
U16523,N4985,0
U16523,N50675,0
U16523,N305,1
U16523,N27560,0
U16523,N51287,0
U16523,N19661,0
U16524,N287,0
U16526,N4642,0
U16526,N17865,0
U16528,N53585,0
U16528,N58363,0
U16528,N51048,0
U16528,N4642,0
U16529,N50675,0
U16529,N23942,0
U16529,N16920,0
U16529,N57713,0
U16529,N26673,0
U16529,N57226,0
U16529,N51797,0
U1653,N58363,0
U1653,N13907,0
U16530,N59852,0
U16530,N26721,0
U16530,N39342,0
U16530,N40495,1
U16530,N17289,0
U16535,N44628,0
U16535,N38783,0
U16535,N47061,0
U16537,N55689,0
U16537,N23414,0
U16537,N34185,0
U16539,N57716,0
U16539,N47748,0
U1654,N32544,0
U1654,N24176,0
U1654,N38442,0
U16541,N45076,0
U16541,N63970,0
U16543,N23414,0
U16543,N2823,0
U16543,N50389,0
U16543,N54489,0
U16543,N57957,0
U16543,N33828,0
U16544,N20495,0
U16544,N50389,0
U16544,N26415,0
U16544,N18151,0
U16545,N45523,0
U16547,N16148,0
U16547,N27789,0
U16548,N56214,0
U16548,N19050,0
U16548,N48487,0
U16548,N33828,1
U16548,N36288,0
U16548,N54752,0
U16549,N55689,0
U16549,N63970,0
U16549,N16272,0
U16549,N59495,0
U16549,N22257,0
U16550,N7821,0
U16550,N61623,0
U16550,N14029,0
U16550,N13907,0
U16551,N39010,0
U16551,N38779,1
U16551,N52424,0
U16554,N33619,0
U16554,N26038,0
U16554,N29517,0
U16555,N35738,0
U16560,N55689,0
U16564,N53470,0
U16567,N62360,0
U16567,N58363,0
U16567,N53848,1
U16567,N29254,0
U16567,N22417,0
U16567,N47231,0
U16568,N55689,0
U16568,N35729,0
U16568,N7821,0
U16569,N47020,0
U16569,N61185,0
U16569,N39765,0
U16569,N11269,0
U16569,N5980,0
U16569,N7821,0
U16569,N36599,0
U16569,N33212,0
U16569,N21077,0
U1657,N38779,0
U1657,N45523,0
U1657,N52867,0
U16572,N23446,0
U16574,N13930,0
U16574,N60550,0
U16575,N43502,0
U16575,N54482,0
U16575,N58363,0
U16576,N49279,0
U16576,N55689,0
U16576,N35847,0
U16576,N59685,0
U16576,N4642,0
U16576,N40109,0
U16577,N30295,0
U16577,N49684,0
U16577,N55632,0
U16577,N43745,0
U16577,N33619,0
U16577,N46736,0
U16578,N56214,0
U16578,N14029,0
U16579,N4642,0
U16579,N8509,0
U16579,N6477,0
U16579,N44698,0
U16579,N47098,0
U16579,N18529,0
U16579,N23877,0
U16579,N41387,0
U16579,N65027,0
U16581,N10116,0
U16581,N350,0
U16581,N58549,1
U16581,N38998,0
U16581,N7821,0
U16581,N1768,0
U16582,N23446,0
U16583,N54489,0
U16584,N56193,0
U16584,N40839,0
U16586,N54072,0
U16586,N53585,0
U16586,N53587,1
U16586,N4936,1
U16586,N52149,0
U16586,N53861,0
U16586,N38215,0
U16586,N6837,0
U16589,N23414,0
U16589,N3123,0
U16589,N22339,0
U1659,N48657,0
U1659,N32428,0
U1659,N16915,0
U16590,N62360,0
U16590,N43519,0
U16590,N59673,0
U16590,N51048,0
U16590,N51570,0
U16590,N6477,0
U16591,N48657,0
U16592,N29212,0
U16592,N38779,0
U16594,N24504,1
U16594,N52295,0
U16594,N34185,0
U16594,N28961,0
U16595,N53017,0
U16595,N24272,0
U16595,N59390,0
U16595,N15160,0
U16595,N49279,0
U16595,N40839,0
U16595,N19318,0
U16595,N38442,0
U16595,N25165,0
U16597,N35729,0
U16597,N23414,0
U166,N61954,1
U166,N40071,0
U166,N18613,0
U166,N47942,0
U166,N18522,0
U166,N11551,0
U166,N28072,0
U166,N30212,0
U166,N25561,0
U166,N31183,0
U1660,N18708,0
U1660,N28213,0
U1660,N29739,0
U1660,N6837,0
U1660,N41387,0
U1660,N54752,0
U1660,N21484,0
U16600,N49685,0
U16600,N43502,0
U16600,N60272,0
U16600,N62920,0
U16600,N33885,0
U16600,N59673,0
U16600,N36226,0
U16600,N16439,0
U16603,N39342,0
U16603,N1914,0
U16603,N7419,0
U16603,N50484,0
U16608,N25414,1
U16608,N37833,1
U16608,N27581,0
U16608,N62570,0
U16608,N42961,0
U16608,N20079,0
U16608,N32544,0
U16608,N52752,0
U16608,N42977,1
U16608,N35958,0
U16608,N1424,0
U16608,N26376,0
U16608,N63796,0
U16608,N40109,0
U16608,N35131,0
U16608,N16777,1
U16608,N25165,1
U16608,N48613,0
U16608,N47576,0
U16608,N2817,1
U16608,N36689,1
U16608,N32641,1
U16608,N9623,1
U16608,N52520,1
U16608,N7873,1
U16608,N54348,1
U16608,N42860,0
U1661,N42028,0
U1661,N64462,0
U16610,N49279,0
U16610,N26706,0
U16610,N28382,0
U16610,N35729,0
U16610,N49685,0
U16610,N57090,0
U16610,N54482,0
U16610,N63154,1
U16610,N3123,0
U16610,N63970,0
U16610,N48705,0
U16610,N3344,0
U16610,N287,1
U16610,N51048,0
U16610,N14029,0
U16610,N47098,0
U16610,N23446,0
U16616,N11817,0
U16617,N33885,0
U16617,N6056,0
U16617,N26673,0
U16617,N58345,0
U16617,N25160,0
U16617,N34459,0
U16618,N55689,0
U16618,N40839,0
U16618,N62360,0
U16618,N4642,0
U16618,N58660,0
U16620,N23414,0
U16620,N23429,0
U16621,N21707,1
U16621,N41222,0
U16622,N53084,0
U16622,N52939,0
U16625,N48934,1
U16625,N13579,0
U16627,N32806,0
U16627,N24157,0
U16627,N41387,0
U16627,N35815,0
U16627,N45523,0
U16627,N62318,0
U16628,N24272,0
U1663,N53318,0
U1663,N53017,0
U1663,N24176,0
U1663,N59981,0
U16635,N53017,0
U16635,N49685,0
U16636,N49685,0
U16636,N63174,0
U16637,N17140,0
U16637,N41020,0
U16637,N19661,0
U16637,N29212,0
U16637,N37204,0
U16638,N37190,0
U16638,N15855,1
U16638,N37377,0
U16638,N15194,0
U16638,N61022,0
U16638,N36545,0
U16638,N29128,0
U16638,N32031,0
U16638,N45389,1
U16638,N33619,0
U16638,N42977,0
U16639,N12589,0
U16639,N29715,0
U1664,N55582,0
U1664,N41881,0
U1664,N6820,0
U16641,N41881,0
U16641,N47267,1
U16641,N3449,1
U16641,N26706,0
U16641,N28862,0
U16641,N42028,1
U16641,N350,0
U16641,N35738,0
U16641,N35729,1
U16641,N38998,0
U16641,N33885,0
U16641,N26262,0
U16641,N58114,0
U16641,N60550,0
U16641,N9009,0
U16641,N14478,0
U16642,N5442,0
U16642,N17650,0
U16642,N25471,0
U16645,N33981,0
U16645,N259,0
U16645,N1019,0
U16645,N46878,1
U16645,N26043,0
U16645,N63970,0
U16645,N38159,0
U16645,N47061,0
U16645,N287,1
U16645,N51048,0
U16645,N35233,0
U16645,N37753,0
U16645,N23446,0
U16645,N31018,0
U16645,N6477,0
U16645,N23877,1
U16645,N31406,0
U16645,N4346,0
U16646,N30475,0
U16646,N63154,0
U16646,N48046,0
U16646,N26262,0
U16646,N33619,0
U16646,N59981,0
U16646,N40839,0
U16646,N23942,0
U16646,N47061,0
U16646,N287,0
U16646,N35233,0
U16646,N35047,0
U16646,N9621,0
U16646,N61483,0
U16646,N23877,0
U16646,N1539,0
U16646,N49955,0
U16646,N6837,0
U16646,N35815,0
U16646,N60550,1
U16646,N58264,1
U16646,N3841,0
U16647,N48019,0
U16647,N29739,0
U16649,N47401,0
U16649,N29839,0
U16650,N287,0
U16652,N8015,0
U16652,N50484,0
U16653,N63060,0
U16655,N47061,0
U16655,N4021,0
U16655,N47098,0
U16655,N10960,0
U16656,N49685,0
U16656,N18823,0
U16656,N53585,0
U16659,N30998,0
U16659,N49180,0
U16659,N45266,0
U1666,N8191,0
U1666,N1914,0
U1666,N23429,0
U1666,N1680,1
U1666,N40839,1
U1666,N13403,0
U16661,N14184,0
U16661,N4985,0
U16661,N31947,0
U16661,N44761,0
U16661,N60186,0
U16661,N26227,1
U16661,N49704,0
U16663,N26130,0
U16663,N13051,0
U16664,N1034,0
U16664,N21420,0
U1667,N47981,0
U1667,N24686,0
U1667,N49180,1
U1667,N3123,0
U1667,N49487,0
U1667,N30518,0
U1667,N55346,0
U16671,N55689,0
U16671,N32791,0
U16671,N64482,0
U16671,N7821,0
U16671,N47748,0
U16671,N62318,0
U16672,N36789,1
U16672,N21741,0
U16672,N33212,1
U16672,N33885,1
U16672,N32010,0
U16672,N12029,0
U16672,N47061,0
U16672,N56214,0
U16672,N49712,0
U16672,N4642,0
U16672,N6916,0
U16672,N51048,0
U16674,N41178,0
U16674,N43595,0
U16674,N51398,0
U16674,N9473,0
U16674,N12579,0
U16674,N15160,0
U16674,N27581,0
U16674,N53318,0
U16674,N48326,0
U16674,N64009,0
U16674,N13698,0
U16674,N50005,0
U16674,N4936,0
U16674,N5980,0
U16674,N453,0
U16674,N30475,0
U16674,N36789,1
U16674,N31947,1
U16674,N52122,0
U16674,N34998,0
U16674,N46810,0
U16674,N15654,0
U16674,N61408,0
U16674,N31147,0
U16674,N63970,0
U16674,N22339,1
U16674,N18887,0
U16674,N23590,0
U16674,N33885,0
U16674,N13579,1
U16674,N26227,0
U16674,N26025,0
U16674,N4642,0
U16674,N61032,0
U16674,N62049,0
U16674,N35958,0
U16674,N56214,0
U16674,N36168,0
U16674,N23877,0
U16674,N57733,0
U16674,N28307,0
U16674,N21484,0
U16679,N57005,0
U16679,N63372,0
U16679,N49279,0
U16679,N7128,0
U16679,N32923,0
U16679,N63786,1
U16679,N7319,0
U16679,N65081,0
U16679,N63154,0
U16679,N34110,0
U16679,N49180,0
U16679,N52617,0
U16679,N26262,0
U16679,N47061,0
U16679,N20630,1
U16679,N287,0
U16679,N11769,0
U16679,N33885,0
U16679,N61483,0
U1668,N8015,1
U1668,N18151,0
U16680,N33981,0
U16680,N48759,0
U16681,N29212,0
U16687,N56214,0
U16688,N41881,0
U16688,N52122,0
U16689,N33501,0
U16689,N64094,0
U16689,N26262,0
U16689,N41387,0
U16689,N3894,0
U16689,N45428,0
U16689,N60272,0
U16689,N47576,0
U16689,N16439,0
U1669,N40109,0
U16691,N23784,0
U16691,N4663,0
U16691,N26706,0
U16691,N49279,0
U16691,N49685,0
U16691,N4912,0
U16691,N13981,0
U16691,N23446,0
U16692,N35729,0
U16692,N453,0
U16692,N14592,0
U16696,N33619,0
U16696,N21420,0
U16696,N23446,0
U16697,N16920,0
U16697,N21077,0
U16697,N52867,0
U16702,N7809,0
U16702,N18698,0
U16702,N46751,0
U16702,N39765,0
U16703,N35729,0
U16703,N62360,0
U16703,N63390,0
U16703,N50675,0
U16703,N3894,0
U16705,N33619,0
U16709,N4642,0
U1671,N62920,0
U16710,N51954,0
U16711,N42028,0
U16711,N38695,0
U16715,N34876,0
U16715,N52867,0
U16718,N16920,0
U16718,N59673,0
U1672,N61969,0
U1672,N32641,1
U1672,N1477,0
U16720,N62838,0
U16720,N18870,0
U16720,N25312,0
U16720,N49279,0
U16720,N50675,0
U16720,N20079,0
U16720,N32544,0
U16720,N45266,0
U16723,N32846,0
U16723,N13801,0
U16723,N63970,0
U16723,N27276,0
U16726,N42977,0
U16727,N3123,0
U16727,N23446,0
U16728,N22442,0
U16729,N23081,0
U16729,N52122,0
U16729,N49180,0
U16729,N7319,0
U16729,N8687,0
U16729,N60992,0
U16729,N19536,1
U16729,N19661,0
U1673,N45171,1
U1673,N12589,1
U1673,N49879,0
U1673,N63970,0
U1673,N22975,0
U16730,N49180,0
U16731,N4936,0
U16731,N10602,0
U16731,N20811,0
U16731,N28773,0
U16731,N54489,0
U16731,N47773,0
U16731,N22975,0
U16732,N63970,0
U16732,N27437,0
U16735,N20076,0
U16740,N14029,0
U16743,N41881,0
U16743,N60374,0
U16743,N46607,0
U16743,N47576,0
U16744,N26117,0
U16744,N50060,0
U16744,N13930,0
U16744,N453,0
U16744,N54489,0
U16744,N23563,0
U16744,N7319,0
U16744,N59673,0
U16744,N18151,1
U16744,N53630,1
U16744,N41717,0
U16744,N41934,0
U16744,N33828,0
U16745,N8061,0
U16745,N33159,0
U16746,N57238,1
U16746,N46878,0
U16746,N21119,1
U16746,N31947,0
U16746,N16166,0
U16746,N47817,0
U16746,N65151,0
U16746,N17072,0
U16746,N33885,0
U16746,N26812,0
U16746,N8242,1
U16746,N30305,0
U16746,N36016,0
U16746,N11931,1
U16746,N61296,0
U16747,N55897,0
U16747,N26706,0
U16747,N54300,0
U16747,N49279,0
U16747,N18529,0
U16747,N1539,0
U16749,N4633,0
U16749,N56051,0
U16749,N49180,0
U16749,N41020,0
U16749,N63786,0
U16749,N3123,0
U16749,N61408,0
U16749,N51187,0
U16749,N30088,0
U16749,N5048,0
U16749,N11869,1
U16749,N38695,0
U16749,N10812,1
U16749,N19592,1
U16749,N7419,0
U16749,N39010,0
U16749,N3589,0
U16749,N42457,1
U16749,N63174,0
U16749,N14780,0
U16750,N51048,0
U16750,N21701,0
U16750,N27789,0
U16750,N28072,0
U16750,N1539,0
U16750,N56153,0
U16751,N49180,0
U16751,N41020,0
U16753,N41717,0
U16753,N26673,0
U16757,N287,0
U16759,N9284,1
U16759,N6837,0
U16759,N61233,0
U1676,N9473,0
U1676,N17059,0
U16761,N49685,0
U16761,N56193,0
U16761,N55689,0
U16761,N5980,0
U16761,N33619,1
U16761,N54489,0
U16761,N29128,0
U16761,N42457,0
U16763,N25138,0
U16763,N57651,0
U16763,N35249,1
U16763,N39342,0
U16763,N55186,0
U16763,N35738,0
U16763,N61214,1
U16763,N35729,1
U16763,N50469,0
U16763,N36351,0
U16763,N38947,0
U16763,N34382,0
U16764,N40109,0
U16764,N64174,0
U16764,N35815,0
U16765,N53017,0
U16765,N27845,0
U16765,N34520,0
U16765,N34876,0
U16766,N36789,0
U16766,N60105,0
U16766,N43519,0
U16767,N23805,0
U16768,N60272,0
U16769,N30475,0
U16769,N27079,1
U16769,N35671,0
U16769,N34876,0
U1677,N18887,0
U1677,N18059,0
U16771,N12589,0
U16771,N41220,0
U16771,N13801,0
U16771,N41387,0
U16774,N28072,0
U16774,N29212,0
U16775,N49375,1
U16775,N11363,0
U16775,N54489,0
U16775,N5688,0
U16775,N63970,0
U16775,N28132,1
U16775,N22825,1
U16775,N42634,0
